--SELECT--,--SELECT--
--SELECT--,Devgad
Aadbandar,Devgad
Aare,Devgad
Bagamala,Devgad
Bagatalavade,Devgad
Bandegaon,Devgad
Baparde,Devgad
Bomalewadi,Devgad
Burabavade,Devgad
Chafed,Devgad
Chandoshi,Devgad
Chinchwad,Devgad
Dabhole,Devgad
Dahibaon,Devgad
Devgad,Devgad
Dhalavali,Devgad
Dhoptewadi,Devgad
Elaye,Devgad
Gadhitamhane,Devgad
Gavane,Devgad
Girye,Devgad
Goval,Devgad
Hadpid,Devgad
Hindale,Devgad
Hurshi,Devgad
Jamsande,Devgad
Jamsande Khurd,Devgad
Juveshwar,Devgad
Kalambai,Devgad
Kalvi,Devgad
Kasaba Waghotan,Devgad
Katta,Devgad
Katvan,Devgad
Katwan,Devgad
Katwaneshwar,Devgad
Khudi,Devgad
Kinjawade,Devgad
Korle,Devgad
Kotkamate Sherapera,Devgad
Kotkamate Sherapera,Devgad
Kotkamte,Devgad
Kunkawan,Devgad
Kunkeshwar,Devgad
Kuvale,Devgad
Lingdal,Devgad
Mahalunge,Devgad
Malegaon,Devgad
Malegaon,Devgad
Malpewadi,Devgad
Manche,Devgad
Mithbaon,Devgad
Mithmumbari,Devgad
Mohulgaon,Devgad
Mond,Devgad
Mondpar,Devgad
Morve,Devgad
Morvewadi,Devgad
Mouje Waghotan,Devgad
Munage,Devgad
Mutat,Devgad
Nad,Devgad
Nadan,Devgad
Naringre,Devgad
Nimatwadi,Devgad
Ombal,Devgad
Padel,Devgad
Padvane,Devgad
Palekarwadi,Devgad
Patgaon,Devgad
Patthar,Devgad
Pavnai,Devgad
Pavnal,Devgad
Pendhari,Devgad
Phanase,Devgad
Phanasgaon,Devgad
Pombhurle,Devgad
Poyare,Devgad
Pural,Devgad
Rahateshwar,Devgad
Rameshwar,Devgad
Rembavali,Devgad
Salashi,Devgad
Sandve,Devgad
Saundale,Devgad
Sherighera Kamte,Devgad
Shevare,Devgad
Shiravali,Devgad
Shirgaon,Devgad
Sogalewadi,Devgad
Somlewadi,Devgad
Talavade,Devgad
Talebajar,Devgad
Tambaldeg,Devgad
Tembavali,Devgad
Thakurwadi,Devgad
Tirlot,Devgad
Torsole,Devgad
Undil,Devgad
Valivande,Devgad
Vijaydurg,Devgad
Virwadi,Devgad
Vitthaladevi,Devgad
Wadaker Poi,Devgad
Wade,Devgad
Wadetar,Devgad
Waghivare,Devgad
Waghotan,Devgad
Wanivade,Devgad
Wareri,Devgad
Welgave,Devgad
--SELECT--,Dodamarg
Adali,Dodamarg
Ambadgaon,Dodamarg
Ambeli,Dodamarg
Awade,Dodamarg
Ayee,Dodamarg
Aynode,Dodamarg
Bambarde,Dodamarg
Bhekurli,Dodamarg
Bhike-Konal,Dodamarg
Bodade,Dodamarg
Bodan,Dodamarg
Fondaye,Dodamarg
Ghatiwade,Dodamarg
Ghotage,Dodamarg
Ghotagewadi,Dodamarg
Girode,Dodamarg
Hewale,Dodamarg
Kalane,Dodamarg
Kasai,Dodamarg
Kasai Dodamarg,Dodamarg
Kendre Bk.,Dodamarg
Kendre Kh.,Dodamarg
Ker,Dodamarg
Khadpade,Dodamarg
Khanyale,Dodamarg
Khokaral,Dodamarg
Kolzar,Dodamarg
Konal,Dodamarg
Kudase,Dodamarg
Kudase Kh (N.V.),Dodamarg
Kumbhavade,Dodamarg
Kumbral,Dodamarg
Maneri,Dodamarg
Mangeli,Dodamarg
Matane,Dodamarg
Morgaon,Dodamarg
Morle,Dodamarg
Pal,Dodamarg
Palye,Dodamarg
Panturli,Dodamarg
Parme,Dodamarg
Patye,Dodamarg
Phondye,Dodamarg
Phukeri.,Dodamarg
Pikule,Dodamarg
Sargave,Dodamarg
Sasoli,Dodamarg
Sasoli Kh (N.V.),Dodamarg
Sateli Bhedshi,Dodamarg
Shirange,Dodamarg
Shirwal,Dodamarg
Sonawal,Dodamarg
Talekhol,Dodamarg
Talkat,Dodamarg
Terwan,Dodamarg
Terwanmedhe,Dodamarg
Ugade,Dodamarg
Usap,Dodamarg
Vazare,Dodamarg
Virdi,Dodamarg
Zare - 2,Dodamarg
Zare-2,Dodamarg
Zarebambar,Dodamarg
Zolambe,Dodamarg
--SELECT--,Kankavli
Anandnagar,Kankavli
Asalade,Kankavli
Ashiye,Kankavli
Audumbarnagar,Kankavli
Avaleshwar (N.V.),Kankavli
Ayanal,Kankavli
Bandargaon,Kankavli
Bavshi,Kankavli
Belne Khurd,Kankavli
Berle,Kankavli
Bhairavgaon,Kankavli
Bharni,Kankavli
Bhiravande,Kankavli
Bidwadi,Kankavli
Bordave,Kankavli
Bramhanagari,Kankavli
Chinchwali,Kankavli
Dabgaon,Kankavli
Dakshin Bazarpeth,Kankavli
Dakshin Gaothan,Kankavli
Damare,Kankavli
Dariste,Kankavli
Darum,Kankavli
Dhareshwar,Kankavli
Digavale,Kankavli
Gandhinagar,Kankavli
Gangeshwar,Kankavli
Ghonsari,Kankavli
Halwal,Kankavli
Harkul Budruk,Kankavli
Harkul Khurd,Kankavli
Humbarane,Kankavli
Humbrath,Kankavli
Jambhalgaon,Kankavli
Jambhulnagar,Kankavli
Janavali,Kankavli
Kajirde,Kankavli
Kalmath (Ct),Kankavli
Kalsuli,Kankavli
Kankavali,Kankavli
Karanje,Kankavli
Karul,Kankavli
Kasarde,Kankavli
Kasavan,Kankavli
Kasral,Kankavli
Kharepatan,Kankavli
Koloshi,Kankavli
Kondye,Kankavli
Kumbhavade,Kankavli
Kurangavne,Kankavli
Lingeshwar,Kankavli
Lingeshwar Nagar,Kankavli
Lore,Kankavli
Main,Kankavli
Mathkurd,Kankavli
Nadgive,Kankavli
Nagave,Kankavli
Nagsawantwadi,Kankavli
Nandgaon,Kankavli
Nardave,Kankavli
Natal,Kankavli
Navanagar,Kankavli
Navin Kurli,Kankavli
Nehru Nagar,Kankavli
Osargaon,Kankavli
Otav,Kankavli
Ozaram,Kankavli
Phanasnagar,Kankavli
Phondaghat,Kankavli
Pimpaleshwar Nagar,Kankavli
Pimpalgaon,Kankavli
Pisekamate,Kankavli
Piyali,Kankavli
Rajnagar,Kankavli
Rameshwarnagar,Kankavli
Ranjangaon,Kankavli
Sakedi,Kankavli
Saliste,Kankavli
Sambhajinagar,Kankavli
Sambhajinagar,Kankavli
Sambhajinagar Kasarde,Kankavli
Sambhajinagar Sangave,Kankavli
Sangave,Kankavli
Satral,Kankavli
Savdav,Kankavli
Shastrinagar,Kankavli
Sherpe,Kankavli
Shidavne,Kankavli
Shiraval,Kankavli
Shivajinagar,Kankavli
Shivajipeth,Kankavli
Shivdav,Kankavli
Shrinagar,Kankavli
Subhash Nagar,Kankavli
Talavade,Kankavli
Talere,Kankavli
Tarandale,Kankavli
Tiware,Kankavli
Tondavali,Kankavli
Ulhasnagar,Kankavli
Upanagar,Kankavli
Uttamnagar,Kankavli
Uttar Bazarpeth,Kankavli
Uttardakshingavthan,Kankavli
Varavade,Kankavli
Vayangani,Kankavli
