--SELECT--,--SELECT--
--SELECT--,Ambegaon
Adivare,Ambegaon
Aghane,Ambegaon
Ahupe,Ambegaon
Amade,Ambegaon
Ambedara,Ambegaon
Ambegaon,Ambegaon
Amondi,Ambegaon
Apati,Ambegaon
Asane,Ambegaon
Awasari Bk.,Ambegaon
Awasari Kh,Ambegaon
Babhulwadi,Ambegaon
Bhagadi,Ambegaon
Bharadi,Ambegaon
Bhawadi,Ambegaon
Bhorwadi,Ambegaon
Borghar,Ambegaon
Chandoli Bk.,Ambegaon
Chandoli Kh.,Ambegaon
Chaptewadi Kanas,Ambegaon
Chas,Ambegaon
Chikhali,Ambegaon
Chinchodi,Ambegaon
Chincholi,Ambegaon
Devgaon,Ambegaon
Dhakale,Ambegaon
Dhamani,Ambegaon
Dhondmal Shindewadi,Ambegaon
Digad,Ambegaon
Dimbhe Bk.,Ambegaon
Dimbhe Kh.,Ambegaon
Don,Ambegaon
Eklahare,Ambegaon
Falakewadi (N.V.),Ambegaon
Gadewadi (N.V.),Ambegaon
Gangapur Bk.,Ambegaon
Gangapur Kh.,Ambegaon
Gangewadi,Ambegaon
Gavdewadi,Ambegaon
Gawarwadi,Ambegaon
Ghodegaon,Ambegaon
Girawali,Ambegaon
Gohe Bk.,Ambegaon
Gohe Kh.,Ambegaon
Ingolewadi,Ambegaon
Jadhavwadi (Ranjani) (N.V.),Ambegaon
Jambhori,Ambegaon
Jarkarwadi,Ambegaon
Jawale,Ambegaon
Kadewadi,Ambegaon
Kalamb,Ambegaon
Kalambai,Ambegaon
Kalewadi Darekarwadi,Ambegaon
Kanase,Ambegaon
Karegaon,Ambegaon
Kathapur Bk.,Ambegaon
Khadakamala,Ambegaon
Khadaki,Ambegaon
Khadakwadi,Ambegaon
Koldara Gonawadi,Ambegaon
Kolharwadi,Ambegaon
Koltavade,Ambegaon
Kolwadi Kotamdara,Ambegaon
Kondhare,Ambegaon
Kondhaval,Ambegaon
Kotamdara,Ambegaon
Kurwandi,Ambegaon
Kushire Bk.,Ambegaon
Kushire Kh.,Ambegaon
Lakhangaon,Ambegaon
Landewadi-Shewalwadi,Ambegaon
Loni,Ambegaon
Louki,Ambegaon
Mahalunge Padawal,Ambegaon
Mahalunge Tarf Ambegaon,Ambegaon
Mahalunge Tarf Ghoda,Ambegaon
Malawadi,Ambegaon
Malin,Ambegaon
Manchar (Ct),Ambegaon
Mandalewadi,Ambegaon
Mapoli,Ambegaon
Megholi,Ambegaon
Mengadewadi,Ambegaon
Menubarwadi (N.V.),Ambegaon
Mordewadi,Ambegaon
Nagapur,Ambegaon
Nanavade,Ambegaon
Nandur,Ambegaon
Nandurkichi Wadi (N.V.),Ambegaon
Narodi,Ambegaon
Nhaved,Ambegaon
Nigdale,Ambegaon
Nighutwadi,Ambegaon
Nikdhale,Ambegaon
Nirgoodsar,Ambegaon
Pahaddara,Ambegaon
Panchale Bk.,Ambegaon
Panchale Kh.,Ambegaon
Pargaon,Ambegaon
Pargaon Tarf Awasari Bk.,Ambegaon
Pargaon Tarf Khed,Ambegaon
Patan,Ambegaon
Peth,Ambegaon
Phaladewadi Ugalewadi,Ambegaon
Phalakewadi,Ambegaon
Phalode,Ambegaon
Phulawade,Ambegaon
Pimpalgaon,Ambegaon
Pimpalgaon Tarf Ghoda,Ambegaon
Pimpalgaon Tarf Mahalunge,Ambegaon
Pimpargane,Ambegaon
Pimpari,Ambegaon
Pinglewadi Landewadi,Ambegaon
Pokhari,Ambegaon
Pokharkarwadi (N.V.),Ambegaon
Pondewadi,Ambegaon
Rajewadi,Ambegaon
Rajpur,Ambegaon
