--SELECT--,--SELECT--
--SELECT--,Chiplun
Adare,Chiplun
Agarwadi,Chiplun
Agave,Chiplun
Akale,Chiplun
Akuskhan Nagar,Chiplun
Alore,Chiplun
Ambatkhol,Chiplun
Ambere Bk.,Chiplun
Ambere Khurda,Chiplun
Ambitgaon,Chiplun
Anari,Chiplun
Asurde,Chiplun
Bamnoli,Chiplun
Bhile,Chiplun
Bhom,Chiplun
Bivali,Chiplun
Borgaon,Chiplun
Chinchghari,Chiplun
Chiveli,Chiplun
Dadar,Chiplun
Dahivali Bk.,Chiplun
Dahivali Kh.,Chiplun
Dalvatne,Chiplun
Dervan,Chiplun
Dervan Kh.,Chiplun
Devkherki,Chiplun
Devpat,Chiplun
Dhakmoli,Chiplun
Dhamanvane,Chiplun
Dhameli Kond,Chiplun
Dhokravali,Chiplun
Donavali,Chiplun
Dugave,Chiplun
Durgwadi,Chiplun
Durgwadi Kh.,Chiplun
Gane,Chiplun
Ganeshpur,Chiplun
Gangrai,Chiplun
Ghavalwadi,Chiplun
Gondhale,Chiplun
Govalkot,Chiplun
Gudhe,Chiplun
Gulavane,Chiplun
Hadkani,Chiplun
Hanumangaon,Chiplun
Jodhagaon,Chiplun
Kadwad,Chiplun
Kalambaste,Chiplun
Kalambat,Chiplun
Kalavande,Chiplun
Kalkavane,Chiplun
Kalmundi,Chiplun
Kaluste,Chiplun
Kaluste Budruk.,Chiplun
Kaluste Khurd,Chiplun
Kamathe,Chiplun
Kamathe Kh.,Chiplun
Kanhe,Chiplun
Kapare,Chiplun
Kapsal,Chiplun
Karambavane,Chiplun
Karjikar Mohalla,Chiplun
Kasarwadi,Chiplun
Katalwadi,Chiplun
Katroli,Chiplun
Kaundhar Tamhane,Chiplun
Kere,Chiplun
Ketki,Chiplun
Khadpoli,Chiplun
Khandat,Chiplun
Khandotri,Chiplun
Kharavate,Chiplun
Kherdi,Chiplun
Kherdi (Ct),Chiplun
Khershet,Chiplun
Khopad,Chiplun
Kokare,Chiplun
Kolkewadi,Chiplun
Kond Fansavane,Chiplun
Kondhe,Chiplun
Kondmala,Chiplun
Kosabi,Chiplun
Kudap,Chiplun
Kumbharli,Chiplun
Kumbharwadi,Chiplun
Kushivade,Chiplun
Kutare,Chiplun
Lonari Chivali Bandar,Chiplun
Majare (Goval),Chiplun
Majare Kaundhar,Chiplun
Majarekashi,Chiplun
Maldoli,Chiplun
Malghar,Chiplun
Mandavkhari,Chiplun
Mandki,Chiplun
Mandki Kh.,Chiplun
Manjutri,Chiplun
Marg Tamhane,Chiplun
Marg Tamhane Kh.,Chiplun
Mirjoli,Chiplun
Mirvane,Chiplun
Moravane,Chiplun
Moravane Bk.,Chiplun
Mundhe Tarf Chiplun,Chiplun
Mundhe Tarf Savarda,Chiplun
Murtavade,Chiplun
Nagave,Chiplun
Nandgaon,Chiplun
Nandgaon Kh.,Chiplun
Nandivase,Chiplun
Naradkherki,Chiplun
Naveen Kolkewadi,Chiplun
Nayashi,Chiplun
Nirbade,Chiplun
Nirvhal,Chiplun
Nivali,Chiplun
Ombali,Chiplun
Owali,Chiplun
Pachad,Chiplun
Pali,Chiplun
Palvan,Chiplun
Pathardi,Chiplun
Pathe,Chiplun
Pawarwadi,Chiplun
Pedhambe,Chiplun
Pedhe,Chiplun
Pedhe Parshuram,Chiplun
Phurus,Chiplun
Pilavali Tarf Savarda,Chiplun
Pilawali Tarf Velamb,Chiplun
Pimpli Bk.,Chiplun
Pimpli Kh.,Chiplun
Pophali,Chiplun
Pophali Bk.,Chiplun
Posare,Chiplun
Radhanagar,Chiplun
Rampur,Chiplun
Raulgaon,Chiplun
Rehele Bhagadi,Chiplun
Riktoli,Chiplun
Savarde,Chiplun
Savarde Kh.,Chiplun
Shiral,Chiplun
Shirgaon,Chiplun
Shirvali,Chiplun
Swayamdev,Chiplun
Talavade,Chiplun
Talegaon,Chiplun
Talsar,Chiplun
Tamhanmala,Chiplun
Tanali,Chiplun
Terav,Chiplun
Terav Bk.,Chiplun
Tivadi,Chiplun
Tiware,Chiplun
Tondali,Chiplun
Turambao,Chiplun
Ubhale,Chiplun
Uktad,Chiplun
Umroli,Chiplun
Vahal,Chiplun
Vaijee,Chiplun
Vareli,Chiplun
Veer,Chiplun
Vehele,Chiplun
Vetkond,Chiplun
Waderu,Chiplun
Waghivare,Chiplun
Walope,Chiplun
Waloti,Chiplun
Yegaon,Chiplun
--SELECT--,Chiplun urban
Chiplun (M Cl) - Ward No.21,Chiplun urban
Chiplun (M Cl) - Ward No.22,Chiplun urban
