--SELECT--,--SELECT--
--SELECT--,Bhandara
Ajani,Bhandara
Ajani Hamesha,Bhandara
Ajimabad,Bhandara
Ambadi,Bhandara
Ambadi (R),Bhandara
Amgaon,Bhandara
Arjuni,Bhandara
Ashoknagar,Bhandara
Basora,Bhandara
Bela (Ct),Bhandara
Belgaon,Bhandara
Belgaon (R),Bhandara
Berodi,Bhandara
Bhilewada,Bhandara
Bhojapur,Bhandara
Borgaon Bk.,Bhandara
Borgaon Kh.,Bhandara
Chandori,Bhandara
Chandrapur,Bhandara
Chicholi,Bhandara
Chikhal Pahela,Bhandara
Chikhalabodi,Bhandara
Chikhali,Bhandara
Chikhali Hamesha,Bhandara
Chintapur,Bhandara
Chowa,Bhandara
Dabha,Bhandara
Dawadipar,Bhandara
Dawadipar,Bhandara
Dawwa,Bhandara
Dedmazari,Bhandara
Dhargaon,Bhandara
Dighori,Bhandara
Dongargaon,Bhandara
Dudhara,Bhandara
Ganeshpur (Ct),Bhandara
Ganglewada,Bhandara
Garada Bk.,Bhandara
Garada Jangli,Bhandara
Garada Kh.,Bhandara
Girola,Bhandara
Golewadi,Bhandara
Gopiwada,Bhandara
Gunjepar,Bhandara
Gunthara,Bhandara
Hasapur,Bhandara
Hattidohi,Bhandara
Indurkha,Bhandara
Injewada,Bhandara
Itgaon,Bhandara
Jakh,Bhandara
Jakh,Bhandara
Jamgaon,Bhandara
Jamni,Bhandara
Kakada Gondi,Bhandara
Kanhalmoh,Bhandara
Karachkheda,Bhandara
Kardha,Bhandara
Kawadshi,Bhandara
Kawalewada,Bhandara
Kesalwada,Bhandara
Khairi,Bhandara
Khairi,Bhandara
Khairlanji,Bhandara
Khamari,Bhandara
Khamata,Bhandara
Khapa,Bhandara
Khapa,Bhandara
Kharadi,Bhandara
Kharbi,Bhandara
Khokurala,Bhandara
Kholapur,Bhandara
Khurshipar,Bhandara
Khurshipar,Bhandara
Kitadi,Bhandara
Kitadi (R),Bhandara
Kodamendhi (R),Bhandara
Kodamoti,Bhandara
Kodurli,Bhandara
Koka,Bhandara
Koknagad,Bhandara
Kondhi,Bhandara
Korambhi,Bhandara
Kothurna,Bhandara
Laweshwar,Bhandara
Lendezari (R),Bhandara
Lohara,Bhandara
Madgi,Bhandara
Mahaka,Bhandara
Makar-Dhokda,Bhandara
Malipar,Bhandara
Mandangaon,Bhandara
Mandwi,Bhandara
Manegaon Ba,Bhandara
Maregaon,Bhandara
Mathadi,Bhandara
Matimeta,Bhandara
Matora,Bhandara
Maudi,Bhandara
Mendha,Bhandara
Mohadura,Bhandara
Mujabi,Bhandara
Nandora,Bhandara
Navegaon,Bhandara
Nawargaon,Bhandara
Nawegaon,Bhandara
Nawegaon,Bhandara
Nerodi,Bhandara
Nimgaon,Bhandara
Pachkhedi,Bhandara
Pagora,Bhandara
Pahela,Bhandara
Paladi,Bhandara
Palgaon,Bhandara
Pandhi,Bhandara
Pandrabodi,Bhandara
Parsodi,Bhandara
Pevtha,Bhandara
Pimpalgaon,Bhandara
Pindkepar,Bhandara
Pindkepar,Bhandara
Pipari,Bhandara
Purkabodi,Bhandara
Raini (R),Bhandara
Rajdoh,Bhandara
Rajedahegaon,Bhandara
Rajegaon,Bhandara
Rawanwadi,Bhandara
Rohana Kh.,Bhandara
Sahuli,Bhandara
Salebadi,Bhandara
Salebardi,Bhandara
Salehatti,Bhandara
Salehetti (R),Bhandara
Sangam,Bhandara
Sarpewada,Bhandara
Sawargaon,Bhandara
Sawari,Bhandara
Sawari Jawharnagar (Ct),Bhandara
Shahapur (Ct),Bhandara
Shirsi,Bhandara
Shrinagar,Bhandara
Silli,Bhandara
Singori,Bhandara
Singori,Bhandara
Sirasghat,Bhandara
Sitepar,Bhandara
Sitepar,Bhandara
Sonegaon,Bhandara
Sonkund,Bhandara
Sonuli,Bhandara
Surewada,Bhandara
Takali,Bhandara
Tawepar,Bhandara
Tekepar,Bhandara
Tekepar,Bhandara
Tekepar Bk,Bhandara
Tekepar(R),Bhandara
Thana (Ct),Bhandara
Tiddi,Bhandara
Umari,Bhandara
Usaragondi,Bhandara
Usaripar,Bhandara
Wadad,Bhandara
Wadegaon,Bhandara
Wadipar,Bhandara
Waghbodi,Bhandara
Wakeshwar,Bhandara
Yetewahi,Bhandara
Yetewahi,Bhandara
Zabada,Bhandara
--SELECT--,Bhandara urban
Bhandara (M Cl) - Ward No.30,Bhandara urban
Bhandara (M Cl) - Ward No.31,Bhandara urban
Bhandara (M Cl) - Ward No.32,Bhandara urban
--SELECT--,Guntur
Gorantla (OG) (Part) WARD NO.-0029 (Rural MDDS CODE:590241),Guntur
Guntur (M Corp. + OG) WARD NO.-0055,Guntur
Guntur (M Corp. + OG) WARD NO.-0056,Guntur
Guntur (M Corp. + OG) WARD NO.-0057,Guntur
Guntur (M Corp. + OG) WARD NO.-0058,Guntur
Guntur (M Corp. + OG) WARD NO.-0059,Guntur
Guntur (M Corp. + OG) WARD NO.-0060,Guntur
Guntur (M Corp. + OG) WARD NO.-0061,Guntur
Guntur (M Corp. + OG) WARD NO.-0062,Guntur
Peda Palakaluru (OG) (Part) WARD NO.-0030 (Rural MDDS CODE:590239),Guntur
--SELECT--,Lakhandur
Antargaon (Raiyyat Wari),Lakhandur
Antergaon Kha.,Lakhandur
Asola,Lakhandur
Athali,Lakhandur
Awali,Lakhandur
Barwha,Lakhandur
Belati,Lakhandur
Bhagadi,Lakhandur
Borgaon,Lakhandur
Bothali,Lakhandur
Chaprad,Lakhandur
Chichal[Ko],Lakhandur
Chichgaon,Lakhandur
Chicholi,Lakhandur
Chikna,Lakhandur
Dahegaon,Lakhandur
Dambevirali,Lakhandur
Dandegaon,Lakhandur
Dharmapuri,Lakhandur
Dholsar,Lakhandur
Dighori (Mothi),Lakhandur
Dokesarandi,Lakhandur
Donad,Lakhandur
Gawarala,Lakhandur
Ghartoda,Lakhandur
Ghodezari,Lakhandur
Gunjepar,Lakhandur
Hardoli,Lakhandur
Indora,Lakhandur
Itan,Lakhandur
Jaitpur,Lakhandur
Kanhalgaon,Lakhandur
Karandla,Lakhandur
Keshori (Raiyyatwari),Lakhandur
Keshori Kh.,Lakhandur
Khairi (Ghar),Lakhandur
Khairi (Pat),Lakhandur
Khairi (Raiyyatwari),Lakhandur
Khairna,Lakhandur
Kholmara,Lakhandur
Kinhala,Lakhandur
Kinhi,Lakhandur
Kiramti,Lakhandur
Kocchi,Lakhandur
Kodamedi,Lakhandur
Kodamedi (Rai),Lakhandur
Kodhala,Lakhandur
Kudegaon,Lakhandur
Lakhandur,Lakhandur
Madeghat,Lakhandur
Malada,Lakhandur
Manded,Lakhandur
Mandhal,Lakhandur
Manegaon,Lakhandur
Masal,Lakhandur
Mendha,Lakhandur
Moharna,Lakhandur
Murmadi,Lakhandur
Murza,Lakhandur
Nanded,Lakhandur
Opara,Lakhandur
Pachgaon,Lakhandur
Pahungaon,Lakhandur
Palependhari,Lakhandur
Pardi,Lakhandur
Parsodi,Lakhandur
Parsodi(Nag),Lakhandur
Pauldawana,Lakhandur
Pendhari,Lakhandur
Pimpalgaon[Ko],Lakhandur
Piparwani,Lakhandur
Puyar,Lakhandur
Rajani,Lakhandur
Rohani,Lakhandur
Sakhara,Lakhandur
Sarandu[Buj],Lakhandur
Sawargaon,Lakhandur
Silli,Lakhandur
Sonegaon,Lakhandur
Soni,Lakhandur
Tai Kh.,Lakhandur
Tai[Buj],Lakhandur
Tawasi,Lakhandur
Tembhari,Lakhandur
Tirkhuri,Lakhandur
Vihirgaon,Lakhandur
Virali[Buj],Lakhandur
Virali[Khurd],Lakhandur
Zari,Lakhandur
--SELECT--,Lakhani
Alesur,Lakhani
Alesur,Lakhani
Bandrazari,Lakhani
Bhugaon,Lakhani
Borgaon,Lakhani
Channa,Lakhani
Chichtola,Lakhani
Chikhalbodi,Lakhani
Daitmangli,Lakhani
Deori (Hemesha),Lakhani
Devhadi,Lakhani
Dhabetekadi,Lakhani
Dhanala,Lakhani
DHIVARKHEJ,Lakhani
Dhwarkheda,Lakhani
Dighori,Lakhani
Dongargaon,Lakhani
Dongargaon(N),Lakhani
Gadegaon,Lakhani
Gadpendhari,Lakhani
Garada,Lakhani
Ghodezari,Lakhani
Gondegaon,Lakhani
Gondi,Lakhani
Gondsawari,Lakhani
Gurdha,Lakhani
Isapur,Lakhani
Jewanala,Lakhani
Kaneri,Lakhani
Kanhalgaon,Lakhani
Kawadsi,Lakhani
Kawalewada,Lakhani
Kesalwada,Lakhani
