Soil-Type,ph,Remarks,EC,Remarks,C,Remarks,N,Remarks,P,Remarks,K,Remarks,S,Remarks,Zn,Remarks,B,Remarks,Fe,Remarks,Mn,Remarks,Cu,Remarks
Soil Type: Black soil,8.19,Moderately alkaline,0.22,Normal,0.81,High,567.00,High,36.95,High,608.94,High,3.01,Deficient,0.53,Deficient,7.85,Sufficient,4.22,Deficient,19.55,Sufficient,2.57,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.19,Moderately alkaline,0.22,Normal,0.81,High,567.00,High,36.95,High,608.94,High,3.01,Deficient,0.53,Deficient,7.85,Sufficient,4.22,Deficient,19.55,Sufficient,2.57,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.22,Moderately alkaline,0.66,Normal,0.56,Medium,388.50,Medium,20.56,Medium,600.54,High,2.65,Deficient,0.05,Deficient,3.62,Sufficient,6.25,Sufficient,16.52,Sufficient,3.62,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.21,Moderately alkaline,0.34,Normal,1.16,Very High,808.50,Very High,48.23,Very High,608.94,High,6.23,Deficient,0.62,Sufficient,8.26,Sufficient,4.15,Deficient,18.64,Sufficient,2.55,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.62,Moderately alkaline,0.95,Normal,0.72,Medium,504.00,Medium,33.65,High,649.94,High,5.26,Deficient,0.42,Deficient,6.23,Sufficient,4.21,Deficient,14.62,Sufficient,5.13,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.85,Moderately alkaline,0.28,Normal,1.25,Very High,871.50,Very High,21.29,Medium,847.32,Very High,4.26,Deficient,0.58,Deficient,8.23,Sufficient,4.51,Sufficient,16.57,Sufficient,0.64,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.54,Moderately alkaline,0.85,Normal,0.66,Medium,462.00,Medium,44.25,Very High,667.52,High,5.31,Deficient,0.62,Sufficient,4.52,Sufficient,6.23,Sufficient,16.54,Sufficient,4.32,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.79,Moderately alkaline,0.79,Normal,1.13,Very High,787.50,Very High,20.81,Medium,845.21,Very High,6.21,Deficient,0.61,Sufficient,5.62,Sufficient,4.26,Deficient,20.33,Sufficient,2.87,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
